age_upon_intake,animal_id,animal_type,intake_condition,intake_type,sex_upon_intake
1 month,A704311,Cat,Normal,Stray,Intact Male
1 month,A704312,Cat,Normal,Stray,Intact Female
1 month,A704313,Cat,Normal,Owner Surrender,Intact Female
1 month,A704314,Cat,Normal,Owner Surrender,Intact Female
1 month,A704315,Cat,Normal,Owner Surrender,Intact Male
1 month,A704316,Cat,Normal,Owner Surrender,Intact Male
1 month,A704317,Cat,Normal,Owner Surrender,Intact Female
3 weeks,A704318,Cat,Normal,Stray,Intact Male
3 weeks,A704319,Cat,Normal,Stray,Intact Female
3 weeks,A704320,Cat,Normal,Stray,Intact Male
3 weeks,A704321,Cat,Normal,Stray,Intact Male
3 weeks,A704322,Cat,Normal,Stray,Intact Female
1 year,A704323,Dog,Normal,Stray,Intact Female
12 years,A704324,Dog,Normal,Stray,Neutered Male
10 years,A704325,Dog,Normal,Stray,Intact Male
1 month,A704326,Cat,Normal,Stray,Intact Male
3 months,A704326,Cat,Normal,Stray,Neutered Male
1 month,A704327,Cat,Normal,Stray,Intact Male
1 month,A704328,Cat,Normal,Stray,Intact Female
9 months,A704329,Cat,Normal,Stray,Unknown
2 months,A704330,Dog,Normal,Stray,Intact Female
6 years,A704331,Cat,Normal,Stray,Neutered Male
6 years,A704332,Cat,Normal,Stray,Neutered Male
7 months,A704333,Dog,Normal,Public Assist,Neutered Male
2 weeks,A704335,Cat,Normal,Stray,Intact Male
1 year,A704336,Cat,Normal,Stray,Unknown
1 month,A704339,Cat,Normal,Stray,Unknown
1 month,A704341,Dog,Normal,Stray,Intact Female
4 weeks,A704344,Cat,Normal,Stray,Unknown
4 weeks,A704345,Cat,Normal,Stray,Unknown
4 weeks,A704346,Cat,Normal,Stray,Unknown
1 month,A704347,Cat,Normal,Owner Surrender,Intact Female
1 month,A704348,Cat,Normal,Owner Surrender,Intact Female
1 month,A704349,Cat,Normal,Owner Surrender,Intact Female
1 month,A704350,Cat,Normal,Owner Surrender,Intact Male
1 month,A704351,Cat,Normal,Owner Surrender,Intact Female
1 month,A704353,Cat,Normal,Stray,Intact Male
1 month,A704354,Cat,Normal,Stray,Intact Female
1 year,A704355,Dog,Normal,Stray,Neutered Male
4 weeks,A704356,Cat,Normal,Stray,Intact Male
8 years,A704357,Dog,Injured,Stray,Neutered Male
2 years,A704358,Cat,Normal,Stray,Unknown
1 month,A704359,Cat,Normal,Stray,Intact Male
1 month,A704360,Cat,Normal,Stray,Intact Female
1 month,A704361,Cat,Normal,Stray,Intact Female
1 month,A704362,Cat,Normal,Stray,Intact Female
1 month,A704363,Cat,Normal,Stray,Intact Male
1 month,A704364,Cat,Normal,Stray,Intact Male
1 month,A704365,Cat,Normal,Stray,Intact Female
3 months,A704366,Dog,Normal,Stray,Intact Female
4 years,A704369,Dog,Normal,Stray,Intact Male
12 years,A704370,Cat,Sick,Stray,Spayed Female
1 week,A704371,Cat,Nursing,Stray,Unknown
2 years,A704372,Dog,Injured,Stray,Intact Male
11 years,A704373,Dog,Normal,Public Assist,Spayed Female
6 years,A704374,Cat,Sick,Stray,Neutered Male
2 years,A704378,Cat,Normal,Public Assist,Neutered Male
9 months,A704379,Dog,Normal,Stray,Intact Male
2 years,A704380,Cat,Normal,Stray,Intact Female
2 years,A704382,Dog,Normal,Stray,Spayed Female
1 month,A704384,Cat,Normal,Stray,Intact Male
6 years,A704385,Dog,Normal,Stray,Spayed Female
1 year,A704388,Dog,Normal,Stray,Intact Male
1 year,A704389,Dog,Normal,Stray,Spayed Female
5 years,A704390,Dog,Normal,Owner Surrender,Intact Male
1 month,A704393,Cat,Normal,Stray,Intact Female
4 years,A704394,Dog,Normal,Stray,Intact Female
1 year,A704395,Dog,Normal,Stray,Intact Female
1 year,A704396,Dog,Normal,Stray,Intact Male
3 weeks,A704397,Cat,Normal,Stray,Intact Female
4 months,A704399,Dog,Normal,Stray,Neutered Male
4 years,A704400,Dog,Normal,Owner Surrender,Neutered Male
1 month,A704401,Cat,Normal,Stray,Intact Female
1 month,A704402,Cat,Normal,Stray,Intact Female
1 month,A704403,Cat,Normal,Stray,Intact Male
1 month,A704404,Cat,Normal,Stray,Intact Male
1 month,A704405,Cat,Normal,Stray,Intact Female
1 month,A704406,Cat,Normal,Stray,Intact Female
1 month,A704407,Cat,Normal,Stray,Intact Male
1 month,A704408,Cat,Normal,Stray,Intact Male
1 month,A704409,Cat,Normal,Stray,Intact Male
1 month,A704410,Cat,Normal,Stray,Intact Male
1 year,A704411,Cat,Normal,Stray,Intact Female
1 year,A704412,Dog,Normal,Owner Surrender,Spayed Female
1 month,A704413,Cat,Normal,Stray,Intact Female
1 month,A704414,Cat,Normal,Stray,Intact Female
1 month,A704416,Cat,Normal,Stray,Intact Male
1 month,A704417,Cat,Normal,Stray,Intact Male
1 month,A704419,Cat,Normal,Stray,Intact Female
4 years,A704421,Dog,Injured,Public Assist,Intact Male
4 years,A704421,Dog,Normal,Stray,Intact Male
4 weeks,A704422,Cat,Normal,Stray,Intact Male
3 years,A704423,Dog,Normal,Owner Surrender,Neutered Male
3 years,A704423,Dog,Normal,Owner Surrender,Neutered Male
8 months,A704427,Cat,Normal,Stray,Neutered Male
1 month,A704427,Cat,Normal,Stray,Intact Male
6 days,A704428,Dog,Normal,Owner Surrender,Unknown
6 days,A704429,Dog,Normal,Owner Surrender,Unknown
6 days,A704430,Dog,Normal,Owner Surrender,Unknown
6 days,A704431,Dog,Normal,Owner Surrender,Unknown
6 days,A704432,Dog,Normal,Owner Surrender,Unknown
6 days,A704433,Dog,Normal,Owner Surrender,Unknown
5 years,A704437,Dog,Sick,Stray,Spayed Female
4 years,A704438,Dog,Normal,Stray,Neutered Male
4 years,A704438,Dog,Normal,Stray,Neutered Male
2 weeks,A704439,Cat,Nursing,Stray,Intact Male
8 years,A704440,Dog,Normal,Public Assist,Spayed Female
2 years,A704443,Cat,Sick,Stray,Spayed Female
4 weeks,A704444,Dog,Sick,Stray,Intact Male
2 days,A704445,Cat,Normal,Stray,Intact Male
2 days,A704446,Cat,Normal,Stray,Intact Male
2 days,A704447,Cat,Normal,Stray,Intact Female
2 days,A704448,Cat,Normal,Stray,Intact Female
2 days,A704449,Cat,Normal,Stray,Intact Female
4 weeks,A704451,Cat,Normal,Stray,Intact Female
1 year,A704452,Cat,Normal,Stray,Intact Female
6 years,A704453,Cat,Normal,Stray,Intact Male
1 year,A704454,Cat,Normal,Stray,Intact Female
1 year,A704454,Cat,Sick,Stray,Intact Female
1 month,A704455,Cat,Normal,Stray,Intact Female
1 month,A704456,Cat,Normal,Stray,Intact Female
1 month,A704457,Cat,Normal,Stray,Intact Male
11 years,A704459,Dog,Normal,Owner Surrender,Spayed Female
4 weeks,A704460,Cat,Normal,Stray,Intact Male
8 years,A704461,Cat,Sick,Stray,Intact Female
1 month,A704463,Cat,Normal,Stray,Intact Female
2 months,A704464,Cat,Normal,Stray,Intact Male
1 month,A704465,Cat,Normal,Stray,Intact Male
2 months,A704466,Cat,Normal,Stray,Intact Male
1 month,A704467,Cat,Normal,Stray,Intact Male
1 month,A704468,Cat,Normal,Stray,Intact Male
2 years,A704470,Dog,Normal,Public Assist,Neutered Male
2 months,A704472,Cat,Normal,Stray,Intact Male
1 month,A704474,Cat,Normal,Stray,Intact Male
5 months,A704475,Dog,Normal,Stray,Intact Female
1 year,A704476,Dog,Normal,Stray,Intact Male
1 year,A704477,Cat,Normal,Stray,Intact Female
1 year,A704478,Cat,Normal,Stray,Intact Female
2 weeks,A704480,Cat,Normal,Stray,Intact Female
2 weeks,A704481,Cat,Normal,Stray,Intact Male
2 weeks,A704482,Cat,Normal,Stray,Intact Male
2 weeks,A704483,Cat,Normal,Stray,Intact Male
2 weeks,A704484,Cat,Normal,Stray,Intact Female
4 months,A704485,Dog,Normal,Stray,Intact Male
3 years,A704486,Cat,Normal,Stray,Spayed Female
2 years,A704487,Dog,Nursing,Stray,Intact Female
2 years,A704488,Cat,Normal,Stray,Spayed Female
1 month,A704489,Dog,Nursing,Stray,Intact Male
1 month,A704490,Dog,Nursing,Stray,Intact Male
3 months,A704491,Dog,Nursing,Stray,Intact Female
1 month,A704492,Dog,Nursing,Stray,Intact Male
1 month,A704493,Dog,Nursing,Stray,Intact Male
1 month,A704494,Dog,Nursing,Stray,Intact Male
1 month,A704495,Dog,Nursing,Stray,Intact Male
1 month,A704496,Dog,Nursing,Stray,Intact Male
1 month,A704497,Cat,Normal,Stray,Intact Male
1 month,A704498,Dog,Nursing,Stray,Intact Male
1 month,A704499,Cat,Normal,Stray,Intact Male
1 month,A704500,Cat,Normal,Stray,Intact Male
9 years,A704501,Cat,Normal,Owner Surrender,Spayed Female
1 year,A704502,Dog,Normal,Stray,Neutered Male
1 year,A704502,Dog,Normal,Stray,Intact Male
5 months,A704503,Cat,Normal,Stray,Intact Female
8 years,A704504,Dog,Normal,Owner Surrender,Intact Male
3 years,A704505,Dog,Normal,Owner Surrender,Spayed Female
3 years,A704506,Dog,Normal,Stray,Neutered Male
9 months,A704507,Dog,Normal,Stray,Intact Male
2 years,A704508,Cat,Injured,Stray,Intact Male
1 year,A704509,Cat,Normal,Stray,Unknown
4 years,A704510,Dog,Normal,Stray,Neutered Male
7 years,A704511,Dog,Normal,Stray,Spayed Female
1 year,A704512,Dog,Normal,Stray,Intact Male
1 weeks,A704513,Dog,Normal,Owner Surrender,Intact Male
5 years,A704514,Dog,Normal,Stray,Spayed Female
1 weeks,A704515,Dog,Normal,Owner Surrender,Intact Female
1 weeks,A704516,Dog,Normal,Owner Surrender,Intact Female
2 years,A704517,Cat,Injured,Stray,Intact Female
1 year,A704518,Dog,Normal,Stray,Spayed Female
1 year,A704518,Dog,Normal,Owner Surrender,Spayed Female
1 year,A704521,Cat,Nursing,Stray,Intact Female
1 week,A704522,Cat,Nursing,Stray,Intact Male
1 week,A704523,Cat,Nursing,Stray,Intact Male
1 week,A704524,Cat,Injured,Stray,Intact Female
10 months,A704526,Dog,Normal,Stray,Spayed Female
5 months,A704526,Dog,Normal,Stray,Intact Female
6 months,A704526,Dog,Normal,Stray,Spayed Female
7 months,A704526,Dog,Normal,Stray,Spayed Female
2 months,A704527,Dog,Normal,Stray,Intact Female
6 days,A704528,Dog,Sick,Stray,Intact Male
4 weeks,A704529,Dog,Sick,Stray,Intact Male
6 months,A704531,Dog,Normal,Stray,Intact Female
11 years,A704534,Dog,Normal,Stray,Spayed Female
1 month,A704537,Dog,Sick,Stray,Intact Male
7 years,A704538,Cat,Injured,Stray,Intact Male
4 weeks,A704539,Cat,Normal,Stray,Intact Male
4 weeks,A704540,Cat,Normal,Stray,Intact Female
4 weeks,A704541,Cat,Normal,Stray,Intact Female
4 weeks,A704542,Cat,Normal,Stray,Intact Male
4 weeks,A704543,Cat,Normal,Stray,Intact Male
2 months,A704544,Cat,Normal,Stray,Intact Female
3 years,A704545,Dog,Nursing,Stray,Intact Female
3 months,A704546,Cat,Normal,Owner Surrender,Intact Male
4 weeks,A704547,Dog,Nursing,Stray,Intact Female
4 weeks,A704548,Dog,Nursing,Stray,Intact Male
4 weeks,A704549,Dog,Nursing,Stray,Intact Female
4 weeks,A704550,Dog,Nursing,Stray,Intact Male
3 years,A704551,Cat,Normal,Stray,Neutered Male
1 month,A704552,Cat,Normal,Stray,Intact Male
1 month,A704553,Cat,Normal,Stray,Intact Male
1 month,A704554,Cat,Normal,Stray,Intact Female
4 months,A704556,Dog,Normal,Stray,Intact Male
2 years,A704557,Dog,Normal,Stray,Intact Male
1 weeks,A704558,Cat,Normal,Stray,Unknown
1 weeks,A704559,Cat,Normal,Stray,Unknown
1 weeks,A704560,Cat,Normal,Stray,Unknown
1 weeks,A704561,Cat,Normal,Stray,Unknown
4 weeks,A704562,Cat,Normal,Stray,Intact Female
1 month,A704563,Cat,Normal,Stray,Intact Male
1 month,A704564,Cat,Normal,Stray,Intact Female
2 months,A704565,Dog,Normal,Stray,Intact Male
7 months,A704566,Dog,Normal,Stray,Intact Female
1 year,A704567,Dog,Normal,Stray,Intact Female
6 years,A704568,Dog,Normal,Stray,Intact Female
1 year,A704569,Cat,Normal,Stray,Intact Male
1 year,A704570,Dog,Normal,Owner Surrender,Intact Male
2 years,A704571,Dog,Normal,Stray,Neutered Male
1 month,A704572,Cat,Normal,Stray,Intact Male
1 month,A704573,Cat,Normal,Stray,Intact Female
3 months,A704574,Dog,Injured,Stray,Intact Female
9 years,A704577,Cat,Normal,Stray,Spayed Female
10 years,A704577,Cat,Normal,Stray,Spayed Female
11 years,A704577,Cat,Normal,Stray,Spayed Female
2 months,A704578,Dog,Sick,Stray,Intact Female
7 years,A704579,Dog,Normal,Stray,Spayed Female
2 weeks,A704580,Cat,Normal,Stray,Unknown
2 weeks,A704581,Cat,Normal,Stray,Unknown
2 weeks,A704582,Cat,Normal,Stray,Unknown
2 weeks,A704583,Cat,Normal,Stray,Unknown
2 weeks,A704584,Cat,Normal,Stray,Unknown
2 years,A704585,Dog,Normal,Stray,Spayed Female
1 month,A704586,Cat,Normal,Owner Surrender,Intact Male
1 month,A704587,Cat,Normal,Owner Surrender,Intact Female
1 month,A704588,Cat,Normal,Owner Surrender,Intact Female
1 month,A704589,Cat,Normal,Owner Surrender,Intact Male
1 month,A704590,Cat,Normal,Owner Surrender,Intact Male
2 years,A704592,Dog,Normal,Stray,Intact Female
9 years,A704593,Dog,Normal,Stray,Intact Female
1 year,A704595,Dog,Normal,Owner Surrender,Neutered Male
1 year,A704597,Dog,Normal,Owner Surrender,Spayed Female
2 years,A704598,Dog,Normal,Public Assist,Neutered Male
4 years,A704599,Dog,Normal,Stray,Intact Male
2 months,A704603,Dog,Normal,Stray,Spayed Female
1 month,A704603,Dog,Normal,Stray,Intact Female
15 years,A704607,Dog,Normal,Stray,Spayed Female
1 weeks,A704610,Cat,Normal,Stray,Unknown
1 weeks,A704611,Cat,Normal,Stray,Unknown
1 weeks,A704612,Cat,Normal,Stray,Unknown
1 weeks,A704613,Cat,Normal,Stray,Unknown
1 year,A704620,Dog,Normal,Owner Surrender,Spayed Female
1 year,A704620,Dog,Normal,Stray,Intact Female
1 month,A704621,Dog,Normal,Stray,Intact Male
2 years,A704623,Cat,Normal,Stray,Neutered Male
1 year,A704626,Dog,Normal,Owner Surrender,Intact Female
4 weeks,A704627,Cat,Normal,Stray,Intact Male
4 weeks,A704628,Cat,Normal,Stray,Intact Male
7 months,A704629,Dog,Sick,Euthanasia Request,Intact Female
2 days,A704630,Cat,Normal,Stray,Unknown
2 days,A704631,Cat,Normal,Stray,Unknown
2 days,A704632,Cat,Normal,Stray,Unknown
2 days,A704633,Cat,Normal,Stray,Unknown
2 days,A704634,Cat,Normal,Stray,Unknown
2 days,A704635,Cat,Normal,Stray,Unknown
2 days,A704636,Cat,Normal,Stray,Unknown
3 weeks,A704637,Cat,Normal,Stray,Intact Male
3 months,A704638,Dog,Normal,Stray,Intact Male
1 year,A704639,Cat,Normal,Owner Surrender,Intact Female
1 year,A704640,Cat,Normal,Owner Surrender,Intact Female
1 month,A704641,Cat,Normal,Stray,Intact Male
4 days,A704642,Cat,Nursing,Stray,Intact Male
5 weeks,A704643,Cat,Normal,Stray,Intact Male
6 months,A704644,Dog,Normal,Stray,Intact Female
7 months,A704644,Dog,Normal,Owner Surrender,Spayed Female
2 years,A704646,Dog,Normal,Stray,Intact Female
8 years,A704647,Dog,Normal,Owner Surrender,Spayed Female
4 weeks,A704648,Cat,Normal,Stray,Intact Female
1 year,A704657,Dog,Normal,Stray,Intact Female
1 year,A704657,Dog,Normal,Owner Surrender,Spayed Female
1 week,A704658,Cat,Normal,Stray,Unknown
1 week,A704659,Cat,Normal,Stray,Unknown
1 week,A704660,Cat,Normal,Stray,Unknown
1 week,A704661,Cat,Normal,Stray,Unknown
1 week,A704662,Cat,Normal,Stray,Unknown
3 weeks,A704665,Cat,Normal,Stray,Unknown
3 weeks,A704666,Cat,Normal,Stray,Unknown
3 weeks,A704667,Cat,Normal,Stray,Unknown
3 weeks,A704668,Cat,Normal,Stray,Unknown
3 months,A704669,Cat,Normal,Stray,Unknown
3 years,A704670,Dog,Normal,Stray,Intact Female
4 days,A704671,Dog,Normal,Stray,Intact Female
4 days,A704672,Dog,Normal,Stray,Intact Male
4 days,A704673,Dog,Normal,Stray,Intact Male
4 days,A704674,Dog,Normal,Stray,Intact Female
4 days,A704675,Dog,Normal,Stray,Intact Female
4 days,A704676,Dog,Normal,Stray,Intact Female
4 days,A704677,Dog,Normal,Stray,Intact Male
2 months,A704677,Dog,Normal,Owner Surrender,Neutered Male
15 years,A704679,Cat,Normal,Owner Surrender,Spayed Female
2 years,A704681,Dog,Normal,Stray,Neutered Male
2 years,A704681,Dog,Normal,Stray,Intact Male
2 years,A704682,Dog,Injured,Stray,Intact Male
6 months,A704683,Cat,Normal,Stray,Intact Female
14 years,A704685,Dog,Normal,Stray,Neutered Male
2 years,A704686,Dog,Normal,Stray,Intact Female
1 month,A704687,Dog,Normal,Stray,Intact Female
1 month,A704688,Dog,Normal,Stray,Intact Female
1 month,A704689,Dog,Normal,Stray,Intact Female
1 month,A704690,Dog,Normal,Stray,Intact Male
10 months,A704691,Dog,Normal,Owner Surrender,Neutered Male
1 month,A704691,Dog,Normal,Stray,Intact Male
1 month,A704692,Dog,Normal,Stray,Intact Female
2 months,A704695,Cat,Normal,Stray,Intact Female
3 years,A704696,Dog,Normal,Public Assist,Intact Male
2 years,A704697,Dog,Normal,Public Assist,Intact Male
1 year,A704697,Dog,Normal,Public Assist,Intact Male
2 years,A704697,Dog,Normal,Public Assist,Intact Male
1 month,A704698,Dog,Normal,Stray,Intact Male
3 years,A704699,Dog,Normal,Stray,Spayed Female
2 years,A704700,Cat,Injured,Stray,Neutered Male
1 month,A704701,Dog,Normal,Stray,Intact Female
2 years,A704702,Dog,Normal,Stray,Neutered Male
2 years,A704703,Dog,Normal,Stray,Intact Female
1 year,A704704,Dog,Normal,Stray,Neutered Male
3 weeks,A704706,Cat,Normal,Stray,Unknown
3 weeks,A704707,Cat,Normal,Stray,Unknown
3 weeks,A704708,Cat,Normal,Stray,Unknown
3 weeks,A704709,Cat,Normal,Stray,Unknown
3 weeks,A704710,Cat,Normal,Stray,Unknown
3 weeks,A704714,Cat,Normal,Stray,Intact Female
4 weeks,A704715,Cat,Normal,Stray,Intact Female
3 weeks,A704716,Cat,Normal,Stray,Intact Female
3 weeks,A704717,Cat,Normal,Stray,Intact Male
4 weeks,A704718,Cat,Normal,Stray,Intact Male
2 years,A704720,Dog,Normal,Stray,Spayed Female
1 weeks,A704721,Cat,Sick,Stray,Unknown
1 weeks,A704722,Cat,Sick,Stray,Unknown
1 weeks,A704723,Cat,Sick,Stray,Unknown
1 weeks,A704724,Cat,Sick,Stray,Unknown
4 weeks,A704725,Dog,Sick,Owner Surrender,Intact Female
8 years,A704726,Dog,Normal,Stray,Spayed Female
9 months,A704727,Cat,Normal,Stray,Intact Male
2 years,A704728,Cat,Normal,Owner Surrender,Intact Female
2 weeks,A704729,Cat,Normal,Stray,Unknown
2 years,A704730,Dog,Normal,Owner Surrender,Intact Female
1 year,A704731,Cat,Normal,Stray,Intact Female
1 year,A704732,Dog,Normal,Stray,Intact Female
8 years,A704733,Cat,Normal,Stray,Neutered Male
8 years,A704733,Cat,Normal,Owner Surrender,Neutered Male
2 years,A704734,Cat,Normal,Stray,Neutered Male
4 months,A704735,Dog,Normal,Stray,Intact Male
2 weeks,A704736,Cat,Nursing,Stray,Unknown
1 month,A704739,Dog,Normal,Stray,Intact Female
1 month,A704739,Dog,Normal,Owner Surrender,Spayed Female
2 years,A704740,Dog,Normal,Owner Surrender,Neutered Male
1 year,A704741,Dog,Normal,Owner Surrender,Spayed Female
4 weeks,A704743,Cat,Sick,Stray,Unknown
4 weeks,A704744,Cat,Sick,Stray,Unknown
6 years,A704745,Dog,Normal,Owner Surrender,Neutered Male
6 years,A704745,Dog,Normal,Stray,Neutered Male
8 years,A704746,Dog,Normal,Owner Surrender,Neutered Male
2 months,A704747,Cat,Normal,Stray,Intact Male
3 months,A704747,Cat,Normal,Owner Surrender,Neutered Male
4 years,A704748,Dog,Normal,Stray,Intact Female
2 years,A704749,Dog,Normal,Stray,Spayed Female
2 years,A704749,Dog,Normal,Stray,Spayed Female
1 month,A704754,Cat,Normal,Stray,Intact Male
1 month,A704755,Cat,Normal,Stray,Intact Male
7 months,A704756,Dog,Normal,Stray,Intact Female
4 months,A704757,Cat,Normal,Owner Surrender,Spayed Female
2 months,A704757,Cat,Normal,Stray,Intact Female
8 months,A704758,Cat,Normal,Stray,Intact Male
10 years,A704759,Cat,Sick,Stray,Unknown
1 month,A704760,Cat,Normal,Stray,Intact Female
1 month,A704761,Cat,Normal,Stray,Intact Female
1 year,A704762,Cat,Normal,Stray,Intact Female
4 weeks,A704763,Cat,Normal,Stray,Intact Male
2 years,A704764,Cat,Normal,Stray,Intact Male
1 month,A704765,Cat,Normal,Stray,Intact Female
1 year,A704768,Cat,Normal,Owner Surrender,Intact Female
1 year,A704769,Cat,Normal,Owner Surrender,Intact Female
1 year,A704771,Dog,Normal,Stray,Intact Male
2 weeks,A704773,Cat,Nursing,Stray,Intact Female
1 month,A704774,Cat,Normal,Stray,Intact Male
3 years,A704775,Cat,Injured,Stray,Intact Male
4 years,A704776,Dog,Normal,Public Assist,Neutered Male
2 years,A704778,Dog,Normal,Public Assist,Intact Male
1 month,A704782,Cat,Injured,Stray,Intact Male
4 years,A704783,Dog,Normal,Public Assist,Neutered Male
1 month,A704784,Cat,Sick,Stray,Intact Female
1 week,A704785,Cat,Normal,Stray,Intact Female
1 month,A704786,Cat,Normal,Stray,Intact Female
1 month,A704789,Cat,Normal,Stray,Intact Female
1 month,A704790,Cat,Normal,Stray,Intact Male
1 month,A704791,Cat,Normal,Stray,Intact Male
1 month,A704792,Cat,Normal,Stray,Intact Male
1 month,A704793,Cat,Normal,Stray,Intact Male
1 year,A704794,Cat,Normal,Stray,Intact Female
1 year,A704795,Cat,Normal,Stray,Intact Male
4 weeks,A704796,Cat,Normal,Stray,Intact Male
6 years,A704797,Cat,Normal,Stray,Neutered Male
9 months,A704798,Cat,Normal,Stray,Intact Female
1 weeks,A704799,Cat,Normal,Stray,Intact Female
1 weeks,A704800,Cat,Normal,Stray,Intact Male
1 weeks,A704801,Cat,Normal,Stray,Intact Male
3 months,A704802,Dog,Normal,Stray,Intact Female
3 weeks,A704803,Cat,Normal,Stray,Unknown
3 weeks,A704804,Cat,Normal,Stray,Unknown
3 weeks,A704805,Cat,Normal,Stray,Unknown
3 weeks,A704806,Cat,Normal,Stray,Unknown
2 years,A704808,Dog,Normal,Stray,Intact Male
3 weeks,A704809,Cat,Normal,Stray,Unknown
3 weeks,A704810,Cat,Normal,Stray,Unknown
3 weeks,A704811,Cat,Normal,Stray,Unknown
5 years,A704812,Dog,Normal,Stray,Spayed Female
5 years,A704812,Dog,Normal,Stray,Spayed Female
5 years,A704813,Dog,Normal,Public Assist,Intact Male
1 year,A704817,Cat,Normal,Stray,Intact Male
4 weeks,A704821,Dog,Normal,Owner Surrender,Intact Female
3 months,A704823,Dog,Normal,Stray,Intact Female
4 months,A704824,Dog,Normal,Stray,Intact Female
13 years,A704826,Cat,Sick,Stray,Intact Female
1 year,A704827,Cat,Normal,Stray,Intact Female
2 weeks,A704828,Cat,Normal,Stray,Intact Male
2 weeks,A704829,Cat,Normal,Stray,Intact Male
2 weeks,A704830,Cat,Normal,Stray,Intact Male
2 weeks,A704831,Cat,Normal,Stray,Intact Female
2 weeks,A704832,Cat,Normal,Stray,Intact Female
2 weeks,A704833,Cat,Normal,Stray,Unknown
